Base de datos,Taxonomia,Material,LLRS,Nivel de Ductilidad,Pisos,IM,theta1,beta1,theta2,beta2,theta3,beta3,theta4,beta4,theta5,beta5
GitHub Martins & Silva (2020) ,SRC_LDUAL-DUM_H6,SRC,LDUAL,DUM,6,Sa(1.0s) [g],0.38548567,0.372034994,0.953842493,0.373404764,1.535993628,0.372989509,2.090645165,0.373150694,0,0
GitHub Martins & Silva (2020) ,SRC_LDUAL-DUM_H7,SRC,LDUAL,DUM,7,Sa(1.0s) [g],0.41017054,0.393119638,0.971533456,0.389477543,1.533763056,0.390471824,2.061884786,0.392715859,0,0
GitHub Martins & Silva (2020) ,SRC_LDUAL-DUM_H8,SRC,LDUAL,DUM,8,Sa(1.0s) [g],0.428321915,0.437069164,1.003391674,0.439684849,1.580432698,0.439281178,2.124735275,0.435140864,0,0
GitHub Martins & Silva (2020) ,SRC_LDUAL-DUM_H9,SRC,LDUAL,DUM,9,Sa(1.0s) [g],0.442245788,0.525137324,1.071348521,0.524213251,1.718919604,0.523341303,2.336810246,0.52759963,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H1,W,LFM,DUH,1,Sa(0.3s) [g],2.201845814,0.526744833,3.750169632,0.531529318,5.553254539,0.526290953,7.387215593,0.532081156,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H2,W,LFM,DUH,2,Sa(0.3s) [g],2.134305598,0.456855022,3.52363605,0.458969661,5.006778859,0.458998263,6.441440321,0.458792604,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H3,W,LFM,DUH,3,Sa(0.3s) [g],2.972201963,0.661365762,5.074409553,0.661448323,7.468592468,0.662499983,9.924766901,0.661288585,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H4,W,LFM,DUH,4,Sa(0.6s) [g],2.109011838,0.503145567,3.385377689,0.502879472,4.864914457,0.502196389,6.373019852,0.498881212,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H5,W,LFM,DUH,5,Sa(0.6s) [g],1.790011139,0.421363457,2.491021362,0.418966365,3.260269942,0.422530353,4.014361507,0.420590825,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUH_H6,W,LFM,DUH,6,Sa(0.6s) [g],2.609751732,0.483340465,3.404634528,0.484864693,4.302187837,0.484867507,5.17277879,0.480809595,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H1,W,LFM,DUL,1,Sa(0.3s) [g],0.621362889,0.430812649,1.12941679,0.431826086,1.636885721,0.432045861,2.114527756,0.429052903,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H1_SOS,W,LFM,DUL,1,Sa(0.3s) [g],0.615436627,0.425048455,0.948337652,0.423255278,1.284888001,0.427975341,1.600638867,0.427468606,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H2,W,LFM,DUL,2,Sa(0.3s) [g],0.692610424,0.503454215,1.34846246,0.506394041,2.004133803,0.50242986,2.615895144,0.507845186,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H2_SOS,W,LFM,DUL,2,Sa(0.3s) [g],0.680085169,0.491090667,1.096345052,0.49037379,1.511730193,0.491677737,1.897044588,0.491780717,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H3,W,LFM,DUL,3,Sa(0.3s) [g],0.879470867,0.597118577,1.619657836,0.594856891,2.376318413,0.598089422,3.094336894,0.598056448,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H3_SOS,W,LFM,DUL,3,Sa(0.3s) [g],0.863587437,0.612858036,1.338773511,0.614222157,1.826115459,0.613056734,2.286765438,0.611725414,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H4,W,LFM,DUL,4,Sa(0.6s) [g],0.550081523,0.439723628,0.976419109,0.439050571,1.433391909,0.440605686,1.880829453,0.436878303,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H4_SOS,W,LFM,DUL,4,Sa(0.6s) [g],0.531295868,0.440952435,0.779864083,0.444479937,1.043094239,0.442167612,1.295059422,0.444440165,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H5,W,LFM,DUL,5,Sa(0.6s) [g],0.718748098,0.393375781,1.126801131,0.390433575,1.561073922,0.389589565,1.978476349,0.389013494,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H5_SOS,W,LFM,DUL,5,Sa(0.6s) [g],0.686410017,0.379152462,0.903698116,0.3779989,1.134547498,0.376677229,1.352302044,0.380611868,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H6,W,LFM,DUL,6,Sa(0.6s) [g],0.930503958,0.416833127,1.300116343,0.418286439,1.694883613,0.41457825,2.065299025,0.418230136,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUL_H6_SOS,W,LFM,DUL,6,Sa(0.6s) [g],0.939817434,0.400335976,1.142279459,0.400514518,1.363545505,0.397960701,1.568029306,0.394713549,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H1,W,LFM,DUM,1,Sa(0.3s) [g],1.033939843,0.454062855,1.731587811,0.455900146,2.468345855,0.456152688,3.177889478,0.456493894,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H2,W,LFM,DUM,2,Sa(0.3s) [g],1.1377395,0.465965061,1.972668557,0.467485846,2.833106867,0.467119927,3.649562402,0.465840669,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H3,W,LFM,DUM,3,Sa(0.3s) [g],1.453367123,0.617638538,2.49573824,0.615035623,3.605103901,0.613892074,4.677743837,0.618266694,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H4,W,LFM,DUM,4,Sa(0.6s) [g],0.938902509,0.437237505,1.554078826,0.440246252,2.232069114,0.441187577,2.900919787,0.441636411,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H5,W,LFM,DUM,5,Sa(0.6s) [g],1.270463305,0.439626309,1.935640133,0.436286301,2.671714957,0.435706213,3.400934066,0.434179666,0,0
GitHub Martins & Silva (2020) ,W_LFM-DUM_H6,W,LFM,DUM,6,Sa(0.6s) [g],1.635083362,0.399465066,2.201195992,0.394517306,2.810955893,0.392801818,3.393532623,0.398170986,0,0
GitHub Martins & Silva (2020) ,W-WWD_LWAL-DNO_H1,W-WWD,LWAL,DNO,1,Sa(0.3s) [g],0.280469658,0.554451592,0.680376601,0.55160581,0.986171849,0.553557522,1.239469096,0.553269132,0,0
GitHub Martins & Silva (2020) ,W-WWD_LWAL-DNO_H2,W-WWD,LWAL,DNO,2,Sa(0.3s) [g],0.254689833,0.657018813,0.72247229,0.656914124,1.119701882,0.655487425,1.463460594,0.656961303,0,0
HAZUS,C1H,C,,,8+,Sd [in],2.16,0.66,4.32,0.64,12.96,0.67,34.56,0.78,0,0
HAZUS,C1H,C,,,8+,Sd [in],2.16,0.66,3.74,0.67,10.08,0.76,25.92,0.91,0,0
HAZUS,C1H,C,,,8+,Sd [in],2.16,0.7,3.46,0.81,8.64,0.89,21.6,0.97,0,0
HAZUS,C1H,C,,,8+,Sd [in],1.73,0.71,2.76,0.8,6.91,0.94,17.28,1.01,0,0
HAZUS,C1H,C,,,8+,Equivalent PGA,0.11,0.64,0.22,0.64,0.62,0.64,1.35,0.64,0,0
HAZUS,C1H,C,,,8+,Equivalent PGA,0.11,0.64,0.18,0.64,0.41,0.64,0.74,0.64,0,0
HAZUS,C1H,C,,,8+,Equivalent PGA,0.1,0.64,0.15,0.64,0.27,0.64,0.44,0.64,0,0
HAZUS,C1H,C,,,8+,Equivalent PGA,0.08,0.64,0.12,0.64,0.21,0.64,0.35,0.64,0,0
HAZUS,C1L,C,,,1-3,Sd [in],0.9,0.81,1.8,0.84,5.4,0.86,14.4,0.8,0,0
HAZUS,C1L,C,,,1-3,Sd [in],0.9,0.89,1.56,0.9,4.2,0.9,10.8,0.88,0,0
HAZUS,C1L,C,,,1-3,Sd [in],0.9,0.95,1.44,0.91,3.6,0.85,9,0.97,0,0
HAZUS,C1L,C,,,1-3,Sd [in],0.72,0.98,1.15,0.94,2.88,0.9,7.2,0.96,0,0
HAZUS,C1L,C,,,1-3,Equivalent PGA,0.21,0.64,0.35,0.64,0.7,0.64,1.37,0.64,0,0
HAZUS,C1L,C,,,1-3,Equivalent PGA,0.16,0.64,0.23,0.64,0.41,0.64,0.77,0.64,0,0
HAZUS,C1L,C,,,1-3,Equivalent PGA,0.12,0.64,0.15,0.64,0.27,0.64,0.45,0.64,0,0
HAZUS,C1L,C,,,1-3,Equivalent PGA,0.1,0.64,0.12,0.64,0.21,0.64,0.36,0.64,0,0
HAZUS,C1M,C,,,4-7,Sd [in],1.5,0.68,3,0.67,9,0.68,24,0.81,0,0
HAZUS,C1M,C,,,4-7,Sd [in],1.5,0.69,2.6,0.69,7,0.69,18,0.9,0,0
HAZUS,C1M,C,,,4-7,Sd [in],1.5,0.71,2.4,0.74,6,0.86,15,0.98,0,0
HAZUS,C1M,C,,,4-7,Sd [in],1.2,0.73,1.92,0.77,4.8,0.84,12,0.98,0,0
HAZUS,C1M,C,,,4-7,Equivalent PGA,0.15,0.64,0.27,0.64,0.73,0.64,1.61,0.64,0,0
HAZUS,C1M,C,,,4-7,Equivalent PGA,0.13,0.64,0.21,0.64,0.49,0.64,0.89,0.64,0,0
HAZUS,C1M,C,,,4-7,Equivalent PGA,0.12,0.64,0.17,0.64,0.32,0.64,0.54,0.64,0,0
HAZUS,C1M,C,,,4-7,Equivalent PGA,0.09,0.64,0.13,0.64,0.26,0.64,0.43,0.64,0,0
HAZUS,C2H,C,,,8+,Sd [in],1.73,0.68,4.32,0.65,12.96,0.66,34.56,0.76,0,0
HAZUS,C2H,C,,,8+,Sd [in],1.73,0.66,3.64,0.68,10,0.7,25.92,0.87,0,0
HAZUS,C2H,C,,,8+,Sd [in],1.73,0.68,3.3,0.73,8.53,0.84,21.6,0.95,0,0
HAZUS,C2H,C,,,8+,Sd [in],1.38,0.73,2.64,0.75,6.82,0.92,17.28,0.97,0,0
HAZUS,C2H,C,,,8+,Equivalent PGA,0.12,0.64,0.29,0.64,0.82,0.64,1.87,0.64,0,0
HAZUS,C2H,C,,,8+,Equivalent PGA,0.12,0.64,0.23,0.64,0.57,0.64,1.07,0.64,0,0
HAZUS,C2H,C,,,8+,Equivalent PGA,0.11,0.64,0.19,0.64,0.38,0.64,0.65,0.64,0,0
HAZUS,C2H,C,,,8+,Equivalent PGA,0.09,0.64,0.15,0.64,0.31,0.64,0.52,0.64,0,0
HAZUS,C2L,C,,,1-3,Sd [in],0.72,0.82,1.8,0.84,5.4,0.93,14.4,0.92,0,0
HAZUS,C2L,C,,,1-3,Sd [in],0.72,0.92,1.52,0.97,4.17,1.03,10.8,0.87,0,0
HAZUS,C2L,C,,,1-3,Sd [in],0.72,1.04,1.37,1.02,3.55,0.99,9,0.95,0,0
HAZUS,C2L,C,,,1-3,Sd [in],0.58,1.12,1.1,1.08,2.84,1.06,7.2,0.93,0,0
HAZUS,C2L,C,,,1-3,Equivalent PGA,0.24,0.64,0.45,0.64,0.9,0.64,1.55,0.64,0,0
HAZUS,C2L,C,,,1-3,Equivalent PGA,0.18,0.64,0.3,0.64,0.49,0.64,0.87,0.64,0,0
HAZUS,C2L,C,,,1-3,Equivalent PGA,0.14,0.64,0.19,0.64,0.3,0.64,0.52,0.64,0,0
HAZUS,C2L,C,,,1-3,Equivalent PGA,0.11,0.64,0.15,0.64,0.24,0.64,0.42,0.64,0,0
HAZUS,C2M,C,,,4-7,Sd [in],1.2,0.74,3,0.77,9,0.68,24,0.77,0,0
HAZUS,C2M,C,,,4-7,Sd [in],1.2,0.821,2.53,0.77,6.95,0.73,18,0.91,0,0
HAZUS,C2M,C,,,4-7,Sd [in],1.2,0.83,2.29,0.81,5.92,0.82,15,1,0,0
HAZUS,C2M,C,,,4-7,Sd [in],0.96,0.86,1.83,0.83,4.74,0.8,12,0.98,0,0
HAZUS,C2M,C,,,4-7,Equivalent PGA,0.17,0.64,0.36,0.64,0.87,0.64,1.95,0.64,0,0
HAZUS,C2M,C,,,4-7,Equivalent PGA,0.15,0.64,0.26,0.64,0.55,0.64,1.02,0.64,0,0
HAZUS,C2M,C,,,4-7,Equivalent PGA,0.12,0.64,0.19,0.64,0.38,0.64,0.63,0.64,0,0
HAZUS,C2M,C,,,4-7,Equivalent PGA,0.1,0.64,0.15,0.64,0.3,0.64,0.5,0.64,0,0
HAZUS,C3H,C,,,8+,Sd [in],1.3,0.71,2.59,0.74,6.48,0.9,15.12,0.96,0,0
HAZUS,C3H,C,,,8+,Sd [in],1.3,0.71,2.59,0.74,6.48,0.9,15.12,0.96,0,0
HAZUS,C3H,C,,,8+,Sd [in],1.3,0.71,2.59,0.74,6.48,0.9,15.12,0.96,0,0
HAZUS,C3H,C,,,8+,Sd [in],1.04,0.73,2.07,0.74,5.18,0.9,12.1,0.95,0,0
HAZUS,C3H,C,,,8+,Equivalent PGA,0.09,0.64,0.16,0.64,0.33,0.64,0.53,0.64,0,0
HAZUS,C3H,C,,,8+,Equivalent PGA,0.08,0.64,0.13,0.64,0.27,0.64,0.43,0.64,0,0
HAZUS,C3L,C,,,1-3,Sd [in],0.54,1.09,1.08,1.07,2.7,1.08,6.3,0.91,0,0
HAZUS,C3L,C,,,1-3,Sd [in],0.54,1.09,1.08,1.07,2.7,1.08,6.3,0.91,0,0
HAZUS,C3L,C,,,1-3,Sd [in],0.54,1.09,1.08,1.07,2.7,1.08,6.3,0.91,0,0
HAZUS,C3L,C,,,1-3,Sd [in],0.43,1.19,0.86,1.15,2.16,1.16,5.04,0.92,0,0
HAZUS,C3L,C,,,1-3,Equivalent PGA,0.12,0.64,0.17,0.64,0.26,0.64,0.44,0.64,0,0
HAZUS,C3L,C,,,1-3,Equivalent PGA,0.1,0.64,0.14,0.64,0.21,0.64,0.35,0.64,0,0
HAZUS,C3M,C,,,4-7,Sd [in],0.9,0.85,1.8,0.83,4.5,0.79,10.5,0.98,0,0
HAZUS,C3M,C,,,4-7,Sd [in],0.9,0.85,1.8,0.83,4.5,0.79,10.5,0.98,0,0
HAZUS,C3M,C,,,4-7,Sd [in],0.9,0.85,1.8,0.83,4.5,0.79,10.5,0.98,0,0
HAZUS,C3M,C,,,4-7,Sd [in],0.72,0.9,1.44,0.86,3.6,0.9,8.4,0.96,0,0
HAZUS,C3M,C,,,4-7,Equivalent PGA,0.11,0.64,0.17,0.64,0.32,0.64,0.51,0.64,0,0
HAZUS,C3M,C,,,4-7,Equivalent PGA,0.09,0.64,0.14,0.64,0.25,0.64,0.41,0.64,0,0
HAZUS,PC1,C,,,Todos,Sd [in],0.54,0.76,1.08,0.86,3.24,0.88,9.45,1,0,0
HAZUS,PC1,C,,,Todos,Sd [in],0.54,0.89,0.94,0.92,2.52,0.97,7.09,1.04,0,0
HAZUS,PC1,C,,,Todos,Sd [in],0.54,1,0.87,1.05,2.17,1.12,5.91,0.89,0,0
HAZUS,PC1,C,,,Todos,Sd [in],0.43,1.14,0.69,1.14,1.73,1.17,4.73,0.99,0,0
HAZUS,PC1,C,,,Todos,Equivalent PGA,0.2,0.64,0.35,0.64,0.72,0.64,1.25,0.64,0,0
HAZUS,PC1,C,,,Todos,Equivalent PGA,0.18,0.64,0.24,0.64,0.44,0.64,0.71,0.64,0,0
HAZUS,PC1,C,,,Todos,Equivalent PGA,0.13,0.64,0.17,0.64,0.25,0.64,0.45,0.64,0,0
HAZUS,PC1,C,,,Todos,Equivalent PGA,0.11,0.64,0.14,0.64,0.21,0.64,0.35,0.64,0,0
HAZUS,PC2H,C,,,8+,Sd [in],1.73,0.64,3.46,0.66,10.37,0.68,30.24,0.8,0,0
HAZUS,PC2H,C,,,8+,Sd [in],1.73,0.68,3,0.69,8.08,0.77,22.68,0.89,0,0
HAZUS,PC2H,C,,,8+,Sd [in],1.73,0.72,2.77,0.75,6.93,0.89,18.9,0.98,0,0
HAZUS,PC2H,C,,,8+,Sd [in],1.38,0.74,2.21,0.76,5.55,0.91,15.12,0.96,0,0
HAZUS,PC2H,C,,,8+,Equivalent PGA,0.12,0.64,0.23,0.64,0.63,0.64,1.49,0.64,0,0
HAZUS,PC2H,C,,,8+,Equivalent PGA,0.12,0.64,0.19,0.64,0.46,0.64,0.9,0.64,0,0
HAZUS,PC2H,C,,,8+,Equivalent PGA,0.11,0.64,0.16,0.64,0.31,0.64,0.55,0.64,0,0
HAZUS,PC2H,C,,,8+,Equivalent PGA,0.09,0.64,0.13,0.64,0.25,0.64,0.43,0.64,0,0
HAZUS,PC2L,C,,,1-3,Sd [in],0.72,0.84,1.44,0.88,4.32,0.98,12.6,0.94,0,0
HAZUS,PC2L,C,,,1-3,Sd [in],0.72,0.96,1.25,1,3.37,1.04,9.45,0.88,0,0
HAZUS,PC2L,C,,,1-3,Sd [in],0.72,1.08,1.15,1.03,2.89,0.98,7.88,0.96,0,0
HAZUS,PC2L,C,,,1-3,Sd [in],0.58,1.14,0.92,1.1,2.31,1.1,6.3,0.93,0,0
HAZUS,PC2L,C,,,1-3,Equivalent PGA,0.24,0.64,0.36,0.64,0.69,0.64,1.23,0.64,0,0
HAZUS,PC2L,C,,,1-3,Equivalent PGA,0.18,0.64,0.25,0.64,0.4,0.64,0.74,0.64,0,0
HAZUS,PC2L,C,,,1-3,Equivalent PGA,0.13,0.64,0.15,0.64,0.24,0.64,0.44,0.64,0,0
HAZUS,PC2L,C,,,1-3,Equivalent PGA,0.1,0.64,0.13,0.64,0.19,0.64,0.35,0.64,0,0
HAZUS,PC2M,C,,,4-7,Sd [in],1.2,0.77,2.4,0.8,7.2,0.7,21,0.83,0,0
HAZUS,PC2M,C,,,4-7,Sd [in],1.2,0.82,2.08,0.79,5.61,0.75,15.75,0.93,0,0
HAZUS,PC2M,C,,,4-7,Sd [in],1.2,0.81,1.92,0.79,4.81,0.84,13.12,0.99,0,0
HAZUS,PC2M,C,,,4-7,Sd [in],0.96,0.87,1.54,0.83,3.85,0.92,10.5,1,0,0
HAZUS,PC2M,C,,,4-7,Equivalent PGA,0.17,0.64,0.29,0.64,0.67,0.64,1.51,0.64,0,0
HAZUS,PC2M,C,,,4-7,Equivalent PGA,0.15,0.64,0.21,0.64,0.45,0.64,0.86,0.64,0,0
HAZUS,PC2M,C,,,4-7,Equivalent PGA,0.11,0.64,0.16,0.64,0.31,0.64,0.52,0.64,0,0
HAZUS,PC2M,C,,,4-7,Equivalent PGA,0.09,0.64,0.13,0.64,0.24,0.64,0.42,0.64,0,0
HAZUS,RM1L,RM,,,1-3,Sd [in],0.72,0.84,1.44,0.86,4.32,0.92,12.6,1.01,0,0
HAZUS,RM1L,RM,,,1-3,Sd [in],0.72,0.96,1.25,1,3.37,1.05,9.45,0.94,0,0
HAZUS,RM1L,RM,,,1-3,Sd [in],0.72,1.12,1.15,1.1,2.89,1.1,7.88,0.92,0,0
HAZUS,RM1L,RM,,,1-3,Sd [in],0.58,1.2,0.92,1.17,2.31,1.17,6.3,0.94,0,0
HAZUS,RM1L,RM,,,1-3,Equivalent PGA,0.3,0.64,0.46,0.64,0.93,0.64,1.57,0.64,0,0
HAZUS,RM1L,RM,,,1-3,Equivalent PGA,0.22,0.64,0.3,0.64,0.5,0.64,0.85,0.64,0,0
HAZUS,RM1L,RM,,,1-3,Equivalent PGA,0.16,0.64,0.2,0.64,0.29,0.64,0.54,0.64,0,0
HAZUS,RM1L,RM,,,1-3,Equivalent PGA,0.13,0.64,0.16,0.64,0.24,0.64,0.43,0.64,0,0
HAZUS,RM1M,RM,,,4+,Sd [in],1.2,0.71,2.4,0.8,7.2,0.77,21,0.75,0,0
HAZUS,RM1M,RM,,,4+,Sd [in],1.2,0.82,2.08,0.82,5.61,0.8,15.75,0.88,0,0
HAZUS,RM1M,RM,,,4+,Sd [in],1.2,0.87,1.92,0.84,4.81,0.79,13.12,0.96,0,0
HAZUS,RM1M,RM,,,4+,Sd [in],0.96,0.92,1.54,0.89,3.85,0.88,10.5,0.96,0,0
HAZUS,RM1M,RM,,,4+,Equivalent PGA,0.2,0.64,0.37,0.64,0.81,0.64,1.9,0.64,0,0
HAZUS,RM1M,RM,,,4+,Equivalent PGA,0.18,0.64,0.26,0.64,0.51,0.64,1.03,0.64,0,0
HAZUS,RM1M,RM,,,4+,Equivalent PGA,0.14,0.64,0.19,0.64,0.35,0.64,0.63,0.64,0,0
HAZUS,RM1M,RM,,,4+,Equivalent PGA,0.11,0.64,0.15,0.64,0.28,0.64,0.5,0.64,0,0
HAZUS,RM2H,RM,,,8+,Sd [in],1.73,0.67,3.46,0.65,10.37,0.66,30.24,0.72,0,0
HAZUS,RM2H,RM,,,8+,Sd [in],1.73,0.68,3,0.68,8.08,0.7,22.68,0.86,0,0
HAZUS,RM2H,RM,,,8+,Sd [in],1.73,0.69,2.77,0.72,6.93,0.87,18.9,0.96,0,0
HAZUS,RM2H,RM,,,8+,Sd [in],1.38,0.75,2.21,0.75,5.55,0.85,15.12,0.94,0,0
HAZUS,RM2H,RM,,,8+,Equivalent PGA,0.12,0.64,0.24,0.64,0.67,0.64,1.78,0.64,0,0
HAZUS,RM2H,RM,,,8+,Equivalent PGA,0.12,0.64,0.2,0.64,0.48,0.64,1.01,0.64,0,0
HAZUS,RM2H,RM,,,8+,Equivalent PGA,0.11,0.64,0.17,0.64,0.35,0.64,0.62,0.64,0,0
HAZUS,RM2H,RM,,,8+,Equivalent PGA,0.09,0.64,0.13,0.64,0.27,0.64,0.5,0.64,0,0
HAZUS,RM2L,RM,,,1-3,Sd [in],0.72,0.8,1.44,0.82,4.32,0.91,12.6,0.98,0,0
HAZUS,RM2L,RM,,,1-3,Sd [in],0.72,0.91,1.25,0.95,3.37,1.02,9.45,0.93,0,0
HAZUS,RM2L,RM,,,1-3,Sd [in],0.72,1.05,1.15,1.07,2.89,1.08,7.88,0.91,0,0
HAZUS,RM2L,RM,,,1-3,Sd [in],0.58,1.14,0.92,1.1,2.31,1.15,6.3,0.92,0,0
HAZUS,RM2L,RM,,,1-3,Equivalent PGA,0.26,0.64,0.42,0.64,0.87,0.64,1.49,0.64,0,0
HAZUS,RM2L,RM,,,1-3,Equivalent PGA,0.2,0.64,0.28,0.64,0.47,0.64,0.81,0.64,0,0
HAZUS,RM2L,RM,,,1-3,Equivalent PGA,0.14,0.64,0.18,0.64,0.28,0.64,0.51,0.64,0,0
HAZUS,RM2L,RM,,,1-3,Equivalent PGA,0.12,0.64,0.15,0.64,0.22,0.64,0.41,0.64,0,0
HAZUS,RM2M,RM,,,4-7,Sd [in],1.2,0.71,2.4,0.79,7.2,0.7,21,0.73,0,0
HAZUS,RM2M,RM,,,4-7,Sd [in],1.2,0.8,2.08,0.8,5.61,0.76,15.75,0.88,0,0
HAZUS,RM2M,RM,,,4-7,Sd [in],1.2,0.84,1.92,0.81,4.81,0.77,13.12,0.96,0,0
HAZUS,RM2M,RM,,,4-7,Sd [in],0.96,0.9,1.54,0.87,3.85,0.86,10.5,0.96,0,0
HAZUS,RM2M,RM,,,4-7,Equivalent PGA,0.17,0.64,0.33,0.64,0.75,0.64,1.83,0.64,0,0
HAZUS,RM2M,RM,,,4-7,Equivalent PGA,0.16,0.64,0.23,0.64,0.48,0.64,0.99,0.64,0,0
HAZUS,RM2M,RM,,,4-7,Equivalent PGA,0.12,0.64,0.17,0.64,0.34,0.64,0.6,0.64,0,0
HAZUS,RM2M,RM,,,4-7,Equivalent PGA,0.1,0.64,0.14,0.64,0.26,0.64,0.47,0.64,0,0
HAZUS,S1H,S,,,8+,Sd [in],3.37,0.64,6.74,0.64,16.85,0.65,44.93,0.67,0,0
HAZUS,S1H,S,,,8+,Sd [in],3.37,0.64,5.83,0.64,13.21,0.71,33.7,0.83,0,0
HAZUS,S1H,S,,,8+,Sd [in],3.37,0.66,5.37,0.7,11.38,0.76,28.08,0.92,0,0
HAZUS,S1H,S,,,8+,Sd [in],2.7,0.68,4.3,0.71,9.11,0.85,22.46,0.93,0,0
HAZUS,S1H,S,,,8+,Equivalent PGA,0.1,0.64,0.21,0.64,0.52,0.64,1.31,0.64,0,0
HAZUS,S1H,S,,,8+,Equivalent PGA,0.1,0.64,0.18,0.64,0.39,0.64,0.78,0.64,0,0
HAZUS,S1H,S,,,8+,Equivalent PGA,0.1,0.64,0.15,0.64,0.28,0.64,0.48,0.64,0,0
HAZUS,S1H,S,,,8+,Equivalent PGA,0.08,0.64,0.12,0.64,0.22,0.64,0.38,0.64,0,0
HAZUS,S1L,S,,,1-3,Sd [in],1.3,0.8,2.59,0.76,6.48,0.69,17.28,0.72,0,0
HAZUS,S1L,S,,,1-3,Sd [in],1.3,0.8,2.24,0.76,5.08,0.74,12.96,0.87,0,0
HAZUS,S1L,S,,,1-3,Sd [in],1.3,0.78,2.07,0.78,4.38,0.78,10.8,0.96,0,0
HAZUS,S1L,S,,,1-3,Sd [in],1.04,0.85,1.65,0.83,3.5,0.79,8.64,0.95,0,0
HAZUS,S1L,S,,,1-3,Equivalent PGA,0.19,0.64,0.31,0.64,0.64,0.64,1.49,0.64,0,0
HAZUS,S1L,S,,,1-3,Equivalent PGA,0.15,0.64,0.22,0.64,0.42,0.64,0.8,0.64,0,0
HAZUS,S1L,S,,,1-3,Equivalent PGA,0.12,0.64,0.17,0.64,0.3,0.64,0.48,0.64,0,0
HAZUS,S1L,S,,,1-3,Equivalent PGA,0.09,0.64,0.13,0.64,0.22,0.64,0.38,0.64,0,0
HAZUS,S1M,S,,,4-7,Sd [in],2.16,0.65,4.32,0.65,10.8,0.67,28.8,0.74,0,0
HAZUS,S1M,S,,,4-7,Sd [in],2.16,0.65,3.74,0.68,8.46,0.69,21.6,0.87,0,0
HAZUS,S1M,S,,,4-7,Sd [in],2.16,0.68,3.44,0.78,7.3,0.85,18,0.98,0,0
HAZUS,S1M,S,,,4-7,Sd [in],1.73,0.71,2.76,0.76,5.84,0.82,14.4,0.97,0,0
HAZUS,S1M,S,,,4-7,Equivalent PGA,0.14,0.64,0.26,0.64,0.62,0.64,1.43,0.64,0,0
HAZUS,S1M,S,,,4-7,Equivalent PGA,0.13,0.64,0.21,0.64,0.44,0.64,0.82,0.64,0,0
HAZUS,S1M,S,,,4-7,Equivalent PGA,0.12,0.64,0.18,0.64,0.29,0.64,0.49,0.64,0,0
HAZUS,S1M,S,,,4-7,Equivalent PGA,0.09,0.64,0.14,0.64,0.23,0.64,0.39,0.64,0,0
HAZUS,S2H,S,,,8+,Sd [in],2.81,0.63,5.62,0.63,16.85,0.64,44.93,0.71,0,0
HAZUS,S2H,S,,,8+,Sd [in],2.81,0.66,4.87,0.64,13.1,0.69,33.7,0.8,0,0
HAZUS,S2H,S,,,8+,Sd [in],2.81,0.66,4.49,0.68,11.23,0.74,28.08,0.92,0,0
HAZUS,S2H,S,,,8+,Sd [in],2.25,0.71,3.59,0.7,8.99,0.84,22.46,0.91,0,0
HAZUS,S2H,S,,,8+,Equivalent PGA,0.11,0.64,0.22,0.64,0.65,0.64,1.6,0.64,0,0
HAZUS,S2H,S,,,8+,Equivalent PGA,0.11,0.64,0.19,0.64,0.49,0.64,1.02,0.64,0,0
HAZUS,S2H,S,,,8+,Equivalent PGA,0.11,0.64,0.17,0.64,0.36,0.64,0.63,0.64,0,0
HAZUS,S2H,S,,,8+,Equivalent PGA,0.09,0.64,0.13,0.64,0.29,0.64,0.5,0.64,0,0
HAZUS,S2L,S,,,1-3,Sd [in],1.08,0.81,2.16,0.89,6.48,0.94,17.28,0.83,0,0
HAZUS,S2L,S,,,1-3,Sd [in],1.08,0.93,1.87,0.92,5.04,0.93,12.96,0.93,0,0
HAZUS,S2L,S,,,1-3,Sd [in],1.08,0.95,1.73,0.9,4.32,0.86,10.8,0.99,0,0
